VideoID,CommentDate,UserName,Comment,Like,ScrapeDate
SxMdI5sabb0,2023-01-29 07:31:04,@MATAPEDIATV,"Uang Digital currency itu sangat berbahaya !!!
Rencana gila elit dunia menguasai dunia
Penjelasan prof.Dr.ichannurdin noorsy
Pengamat politik dan ekonomi

https://m.youtube.com/watch?v=b3z7Rz0rpRo",0,2026-05-16 10:11:26.065986
SxMdI5sabb0,2023-01-29 07:33:41,@MATAPEDIATV,"Uang Digital currency itu sangat berbahaya !!!
Rencana gila elit dunia menguasai dunia
Penjelasan prof.Dr.ichannurdin noorsy
Pengamat politik dan ekonomi

https://m.youtube.com/watch?v=b3z7Rz0rpRo",0,2026-05-16 10:11:26.066044
SxMdI5sabb0,2023-01-29 07:30:50,@MATAPEDIATV,"Uang Digital currency itu sangat berbahaya !!!
Rencana gila elit dunia menguasai dunia
Penjelasan prof.Dr.ichannurdin noorsy
Pengamat politik dan ekonomi

https://m.youtube.com/watch?v=b3z7Rz0rpRo",0,2026-05-16 10:11:26.065987
SxMdI5sabb0,2023-01-29 07:31:43,@MATAPEDIATV,"Uang Digital currency itu sangat berbahaya !!!
Rencana gila elit dunia menguasai dunia
Penjelasan prof.Dr.ichannurdin noorsy
Pengamat politik dan ekonomi

https://m.youtube.com/watch?v=b3z7Rz0rpRo",0,2026-05-16 10:11:26.066092
SxMdI5sabb0,2023-01-29 07:34:11,@MATAPEDIATV,"Uang Digital currency itu sangat berbahaya !!!
Rencana gila elit dunia menguasai dunia
Penjelasan prof.Dr.ichannurdin noorsy
Pengamat politik dan ekonomi

https://m.youtube.com/watch?v=b3z7Rz0rpRo",0,2026-05-16 10:11:26.066080
SxMdI5sabb0,2024-08-12 06:20:16,@onepack1918,"Uang itu bentuk harta anda kan selain mobil dll. Artinya ada fisiknya, motor, mobil dan uang kertas itu sndiri.

Nah, kl digital, kan ngk ada fisiknya. Apa bukti kepemilikan anda?

Seandainya, catatan digital kepemilikan anda misalnya dihapus, maka anda akan kehilangan harta anda dlm sekejap.

Lalu anda mau apa? Nuntut ke sana n kemari agar harta yg tdk ada bntuk fisiknya itu kembali? Mmmm....  Coba kasih jawaban yg memuaskan.

Tks",0,2026-05-16 10:11:19.608159
SxMdI5sabb0,2024-08-12 06:18:10,@onepack1918,"Uang itu bentuk harta anda kan selain mobil dll. Artinya ada fisiknya, motor, mobil dan uang kertas itu sndiri.

Nah, kl digital, kan ngk ada fisiknya. Apa bukti kepemilikan anda?

Seandainya, catatan digital kepemilikan anda misalnya dihapus, maka anda akan kehilangan harta anda dlm sekejap.

Lalu anda mau apa? Nuntut ke sana n kemari agar harta yg tdk ada bntuk fisiknya itu kembali? Mmmm....  Coba kasih jawaban yg memuaskan.

Tks",0,2026-05-16 10:11:18.369071
Bn_MTSqW3bE,2022-12-25 14:46:00,@sriyonosayes,Up,0,2026-05-16 10:11:45.580897
PMuEX5Qbmzo,2024-08-13 13:17:44,@Seph2328,Up,1,2026-05-16 10:11:33.937681
gU62EuPDWaY,2026-05-12 03:05:56,@ttktttttk,"WAH GUE JADI TERINSPIRASI BUAT BIKIN SEMUA MIMPI INI TERWUJUD... TAPI TANPA TIPUAN COIN, PERANG DAN KEKERASAN SYARAT'NYA GAMPANG YAITU HAPUS SISTEM UANG FISIK YANG SANGAT TOLOL DAN PRIMITIF MENJADI UANG VIRTUAL GRATIS DAN UNLIMITED PERMANEN BUAT SEMUA MAHLUK LO KEBERATAN GUE BIKIN SENDIRI JUGA BISA SEMUA ORANG LAIN JUGA BISA.",0,2026-05-16 10:10:59.370796
